ItemID,Sentiment,SentimentSource,SentimentText
58306,0,Sentiment140,"@believinginme claraa, porqe no te conectas?  i miss you twin "
58449,0,Sentiment140,@BellaKavner98 Unfortunately i am at work  what time is it there ? xx
58472,0,Sentiment140,@bellasmommie ew sorry. sounds like you had a rough night.  
58642,1,Sentiment140,@Ben_Jarelbo Aww! You are always looking out for me! Thanks Babe! 
58914,1,Sentiment140,@BenitoBlanco HOPEFULLY sometime this week! Grams likes to make em out of no where! lol so i promise I'll let ya'll kno 
59182,0,Sentiment140,@benshephard Nice juggling ;)  I seriously can't believe that Shaheen didn't win.  Unbelievable 
59193,1,Sentiment140,@Bensue lol am kidding! Gurl let's dance the night away  x
59623,1,Sentiment140,@bethlayne Thank you Beth for the #FF #Followfriday recommendation! Greatly appreciated 
60069,1,Sentiment140,"@bhanowe got the steps already. keknya sih bisa, dari steps itu kan ada komen2nya, ga ada yg komplain sih. jadi keknya bisa "
60413,1,Sentiment140,@BenjaminSiew its coming soon enough man.... patience 
61152,1,Sentiment140,@bewarethefish I was trying to show up on that twitter world thingy 
61389,0,Sentiment140,"@Bhooshan @netcitizen I am VERY interested in politics. @shashitharoor asked for volunteers in Delhi for his team, I sent a mail,no reply "
61534,1,Sentiment140,@billtvshow i was 1000th 
61577,1,Sentiment140,"@bielmenezes KKKKKKKKKKKKK THAT'S A FACT, BABY, THAT'S A FACT  tell him to make a viado twitter"
61607,1,Sentiment140,@BillyBush sounds like its gonna happen...thanks to you.    lookin forward to monday.  
61630,0,Sentiment140,@Big_Sean im so sorry about your grandma. im praying. 
62553,1,Sentiment140,"@blakedan the weather is so gorgeous, i love it "
62832,1,Sentiment140,@blobert - tumblarity screenshot=i'm easily amused. my internet penis is much too large to post here. 
62871,0,Sentiment140,@BillGlover the thai BBQ is on the back street. http://bit.ly/10UFry  u mean é˜¿å©†è±†è…?èŠ±? i miss them 
63629,0,Sentiment140,@BobbyBroad @caseystarbuc I've been wantin a skateboard since last year  but I have nowhere to do it at.
64462,1,Sentiment140,@boxhash ????????? ????? ????? ????????? 
65150,1,Sentiment140,"@bjh34 how fab, i love hoildays. better get to work now catchya late have a good day.. "
65254,1,Sentiment140,"@bkmacdaddy well I don't have a dad in my life, so I appreciate it! and you don't have to be old to give good advice either "
65307,1,Sentiment140,"@BkZJustO nvrmnd wat they think, they dnt kno about yall love lol...imma stop, i jus had to say it "
65654,1,Sentiment140,@Bladon92 i think i've got it now 
65790,0,Sentiment140,@BlaqueBeautiful wait...am i still in ur phone?!?  lol
66674,1,Sentiment140,"@bluepootle Well, so long as it's not just me! "
67233,0,Sentiment140,@brlittle Ugh... this interface is already so horrible.... I don't know if I can bear adding another option 
67289,0,Sentiment140,@bobgoyetche @markblevis Good luck with #PAB09 I'm sorry I can't be there with all you brilliant people. 
68343,1,Sentiment140,@bryan_kavanagh Amen to that dude 
69670,1,Sentiment140,"@bulkunlim Stay tuned, it's coming "
70111,1,Sentiment140,@BrassyApple and btw...YOU are one contributor I'm hoping to get! 
70592,0,Sentiment140,@AndrewZamora not work volunteer  and yes its hard work  wat u up to?
70649,0,Sentiment140,@ButterflyFarm Still cannot get the link to work    .  Did you use snipurl?  I did the other day and my link didn't work either.
70939,0,Sentiment140,@BrentCorrigan00 Thats awesome! I can't find your actual profile though where I cand send a friend request. 
71080,0,Sentiment140,"@caamix94 so, when my iphone comes to me on friday afternoon, i'll try to call you  i love ya bestiiees"
71220,0,Sentiment140,@andyclemmensen naww thats not nice  x
71968,0,Sentiment140,@bridget_may my mom has my phone so that i study for the SAT bio test tommorow  ill call you tonight!!! for suree! i wont forget
72491,1,Sentiment140,@brisvegasbetty no tweet pics ? Tis good to share 
72536,1,Sentiment140,@AngelOB520 I know!!!  I'm so excited   I think you should make a big EJami sign so I can find you LOL!
72627,0,Sentiment140,@Cameron_Talley mannheim steamroller in ANY month! 
72651,1,Sentiment140,@CameronNewsDude   I'm guessing this one will run at least four more times before September.
72903,1,Sentiment140,@Camillemb hahahaha best sister in the world for a consecutive 22 years!  
73457,1,Sentiment140,@CandlelightGirl ohhh lame. I had a really hard time changing my background too so I'm pretty much just sticking with this one 
73658,0,Sentiment140,   Lost 2 followers.
73860,1,Sentiment140,@AnnaDeStefano I will look forward to reading your 'bit of mafia' - Going to have to clear out a whole shelf here just for you! 
74567,0,Sentiment140,@Bruff Damn.. I have to wait till 24th! 
74857,1,Sentiment140,@annschilling Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
75190,1,Sentiment140,@anotorias LMAO!! I can hear some guy outside full-on yelling into his cellphone. Dude has more issues than a comic book convention!! 
75276,1,Sentiment140,@BTBTB_25 hahaha thanks - that's cuz i only got them done yesterday 
76046,0,Sentiment140,@anthonythompson oh that hurts 
76148,0,Sentiment140,@AntoneellaP  I'm  boreeed   
76298,1,Sentiment140,"@Burre83 I was searching Spotify for Lunasa since you mentioned them, expecting to find some hardcore trance/psy. I did NOT expect this "
76566,0,Sentiment140,@butterballs_mc yeah thanks makes me feel nice  i dont do cam to cam anymore   cause of people laugh at my dancing ur the 4th one 
76588,1,Sentiment140,@casgal My pleasure! 
76621,1,Sentiment140,@casket4mytears Nope!  Just my 6 week trim 
77395,0,Sentiment140,@catherinestack you're going?! lucky! I needa find someone to to with 
77415,0,Sentiment140,@c4ro - have consulted husband and  he reminds me we cant make it to ures moro c4ro  but next sun? b gr8 maybe??
77543,1,Sentiment140,"@cathystarmaker oooo I think I need to speak to this Greg fellow, I want more tips! Looking forward to the release of his book! "
77652,0,Sentiment140,"@catsuncle32 Blahh tomaytoe, tomaatoe *steals your spag* Theres no food in my fridge  bad timesss"
77740,0,Sentiment140,@cavacas I'm not impressed with wolfram alpha yet. All the questions I've asked it it failed on 
77929,1,Sentiment140,@AravindJose thanks 
78035,0,Sentiment140,"@cbear12864 your grandaughter will be okay, I don't know where these germs come from "
78732,0,Sentiment140,"@ceepee10 waaaaah! I missed Conan last night, too! I fell asleep. "
79196,0,Sentiment140,@cameron_bastow one of the worst realisations ever 
79868,1,Sentiment140,"@candyKID hey, hows it goinggg "
80002,1,Sentiment140,@ChamCircuit is 13th Top Dance &amp; Electronic Album on AmazonMP3. But what's even better is it's above stupid Dizzee Rascal &amp; N-Dubz. WIN 
80612,1,Sentiment140,@caricariboberri Grandma would be thrilled to hear that 
81644,0,Sentiment140,"@carocat I'm good, but really tired.  Been getting way too little sleep the past few nights.  Tonight's not looking any better either.  "
81786,1,Sentiment140,"@Caroline_S they have impeccable taste, clearly! "
82256,1,Sentiment140,"@chelseabella_x3 Hey, whats up??? "
82337,0,Sentiment140,@ChelseaPiersNYC tiny.cc doesn't seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv
83284,1,Sentiment140,"@chichic Mhm, it'll be much fun  Setlist is Mecca, Resentment Towards Concrete, CFT, and a new unnamed instrumental we JUST MADE!! LOL"
83356,1,Sentiment140,"@asinglething obsession, hello!! "
83469,1,Sentiment140,@AskDayton nice. 
83643,1,Sentiment140,@CHillPR that's sounds like a cute sleeping position for a dog!  u gotta twitpic!
83645,1,Sentiment140,@chillybreck lol I think we should get an email when they unfollow too 
84002,0,Sentiment140,@cath_ster I'm sorry to admit I have just woken up  so what where who now? Work picked up yet?u twitter on ur phone?xxxxx
84131,1,Sentiment140,@chneux yeah... in the end peoples ignorance just make themselves look STOOPID! and its my job to make sure that happens.  I always win!
84211,0,Sentiment140,@Astronautics how is your ratio of &quot;real&quot; followers to obviously spammy followers?  95% of my new followers are crap anyway 
84297,0,Sentiment140,@ChoeBe i srsly wonder what it is though...iz makes me sad 
84434,0,Sentiment140,"@CatoQ Indeed you are. I used to have a teacher who was the spitting image of TinTin, he never really like us pointing that out tho  lol"
85155,1,Sentiment140,@ccfinlay LOL. Nice translation. And likely true. 
85299,1,Sentiment140,@ChrisCuomo please b safe 
85793,1,Sentiment140,@Centrium TwitterGadget still works thru the proxy here so thats good enough for me just now.. 
85994,0,Sentiment140,@chrismaychris my miss u tooo 
86100,0,Sentiment140,@chrismoody Let mek now if you still have problems and which episodes 
86605,0,Sentiment140,@chansearrington I realize that. Went for E63. HSDPA and GPS weren't worth extra $ Just placed order - Nokia store says backordered 
86765,0,Sentiment140,"@AustGr3m 7.10am now, starts at 8am. Better than the aussie GP for us, I was up at 5am "
87187,0,Sentiment140,@charlestrippy never mind i failed  i did not hold the camera to the side long enough for it to switch to wide screen ha
87558,1,Sentiment140,@charmainelhs then you must insist you write essays the twitter way - no more than 140 characters 
87668,0,Sentiment140,@charp gah everyones getting the rain 
87904,1,Sentiment140,@awkwardjonas Bacon.  (I wish. :C )
88208,1,Sentiment140,@ayeyi chen! will buy an iphone later!  8gb 3g
88377,0,Sentiment140,@cinderella1623 That's depressing 
88843,0,Sentiment140,"@CityGirl912 bad weather, I take it up in Chitown today? "
88903,1,Sentiment140,"@chempaka not UUM, is it?  hmm, dunno, think lebih kurang jer... kalau Sintok tu lain la, cheaper a bit kot.."
88921,1,Sentiment140,@Cherellem niks 
89054,1,Sentiment140,@cherluvya Bars? Now i'm lost. Lol We're almost home. About 10 minutes. 
89104,1,Sentiment140,@b_j_d around here things don't happen til after 11! 
89142,0,Sentiment140,@B0RR15  please try 
89368,1,Sentiment140,@cherryxhime Link? 
90115,0,Sentiment140,"@chicityenvy No, unfortunately I missed it  I'll look around for it"
90399,1,Sentiment140,"@cloudsteph well done on the Bollywood dancing, looks cool  Beautiful day for it as well. @dailydreamer @sue_de_nim @lizlyons"
90467,0,Sentiment140,"@backstreetboys  was tottaly joking about that failing part , iam agood student , but i will be sad if u didn't wish me luck   "
90532,0,Sentiment140,@chimmykins I know not good is it. I can't go 2 the talk bcoz of my travel arrangements  tho might be a good thing so I dont hear spoilers
91006,1,Sentiment140,@CocaBeenSlinky Morning 
91050,0,Sentiment140,@chloestraw  I want to go to the pub. Boooo.
91069,0,Sentiment140,@BaileeJane i tried but my computer is working! 
91209,0,Sentiment140,"@cocolicouss uh trust me i wanna go back to ny so bad, where ma friendz are, u and jude are there too "
91329,1,Sentiment140,@codelust yeah.. but waiting for the rains its blaardy hot to get into a black car.. errm you would understand. 
